activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,34278,[],CHEMBL820215,Selectivity for Vascular endothelial growth factor receptor 3 over (KDR) kinase insert domain receptor,B,,,BAO_0000179,BAO_0000357,single protein format,Cc1ccc(Nc2ncc(-c3ccccc3)s2)nc1,,,CHEMBL1146769,Bioorg. Med. Chem. Lett.,2004.0,,CHEMBL330621,,CHEMBL330621,,False,,185989,=,1,False,=,,Selectivity,,,1.0,CHEMBL1955,Homo sapiens,Vascular endothelial growth factor receptor 3,9606,,,Selectivity,,,,1.0
,37864,[],CHEMBL820215,Selectivity for Vascular endothelial growth factor receptor 3 over (KDR) kinase insert domain receptor,B,,,BAO_0000179,BAO_0000357,single protein format,Cc1ccnc(Nc2ncc(-c3ccccc3)s2)c1,,,CHEMBL1146769,Bioorg. Med. Chem. Lett.,2004.0,,CHEMBL319065,,CHEMBL319065,,False,,185988,=,1,False,=,,Selectivity,,,2.0,CHEMBL1955,Homo sapiens,Vascular endothelial growth factor receptor 3,9606,,,Selectivity,,,,2.0
,40259,[],CHEMBL820215,Selectivity for Vascular endothelial growth factor receptor 3 over (KDR) kinase insert domain receptor,B,,,BAO_0000179,BAO_0000357,single protein format,Cc1cccc(Nc2ncc(-c3ccccc3)s2)n1,,,CHEMBL1146769,Bioorg. Med. Chem. Lett.,2004.0,,CHEMBL98385,,CHEMBL98385,,False,,185990,=,1,False,=,,Selectivity,,,3.0,CHEMBL1955,Homo sapiens,Vascular endothelial growth factor receptor 3,9606,,,Selectivity,,,,3.0
,42685,[],CHEMBL820215,Selectivity for Vascular endothelial growth factor receptor 3 over (KDR) kinase insert domain receptor,B,,,BAO_0000179,BAO_0000357,single protein format,O=C(Nc1ncc(-c2ccccc2)s1)c1ccccc1,,,CHEMBL1146769,Bioorg. Med. Chem. Lett.,2004.0,,CHEMBL98633,,CHEMBL98633,,False,,185979,=,1,False,=,,Selectivity,,,1.0,CHEMBL1955,Homo sapiens,Vascular endothelial growth factor receptor 3,9606,,,Selectivity,,,,1.0
,46270,[],CHEMBL820215,Selectivity for Vascular endothelial growth factor receptor 3 over (KDR) kinase insert domain receptor,B,,,BAO_0000179,BAO_0000357,single protein format,Cc1cccnc1Nc1ncc(-c2ccccc2)s1,,,CHEMBL1146769,Bioorg. Med. Chem. Lett.,2004.0,,CHEMBL329713,,CHEMBL329713,,False,,185987,=,1,False,=,,Selectivity,,,3.0,CHEMBL1955,Homo sapiens,Vascular endothelial growth factor receptor 3,9606,,,Selectivity,,,,3.0
,48770,[],CHEMBL820215,Selectivity for Vascular endothelial growth factor receptor 3 over (KDR) kinase insert domain receptor,B,,,BAO_0000179,BAO_0000357,single protein format,CCCCN(C)c1ccc(/N=N/c2ncc([N+](=O)[O-])s2)c(C)c1,,,CHEMBL1146769,Bioorg. Med. Chem. Lett.,2004.0,,CHEMBL100174,,CHEMBL100174,,False,,185978,=,1,False,=,,Selectivity,,,1.0,CHEMBL1955,Homo sapiens,Vascular endothelial growth factor receptor 3,9606,,,Selectivity,,,,1.0
,50204,[],CHEMBL820215,Selectivity for Vascular endothelial growth factor receptor 3 over (KDR) kinase insert domain receptor,B,,,BAO_0000179,BAO_0000357,single protein format,c1ccc(-c2cnc(Nc3ccccn3)s2)cc1,,,CHEMBL1146769,Bioorg. Med. Chem. Lett.,2004.0,,CHEMBL98538,,CHEMBL98538,,False,,185980,=,1,False,=,,Selectivity,,,2.0,CHEMBL1955,Homo sapiens,Vascular endothelial growth factor receptor 3,9606,,,Selectivity,,,,2.0
,53969,[],CHEMBL820215,Selectivity for Vascular endothelial growth factor receptor 3 over (KDR) kinase insert domain receptor,B,,,BAO_0000179,BAO_0000357,single protein format,Brc1cccc(Nc2ncc(-c3ccccc3)s2)n1,,,CHEMBL1146769,Bioorg. Med. Chem. Lett.,2004.0,,CHEMBL101464,,CHEMBL101464,,False,,185992,=,1,False,=,,Selectivity,,,3.0,CHEMBL1955,Homo sapiens,Vascular endothelial growth factor receptor 3,9606,,,Selectivity,,,,3.0
,55132,[],CHEMBL820215,Selectivity for Vascular endothelial growth factor receptor 3 over (KDR) kinase insert domain receptor,B,,,BAO_0000179,BAO_0000357,single protein format,Clc1ccc(Nc2ncc(-c3ccccc3)s2)nc1,,,CHEMBL1146769,Bioorg. Med. Chem. Lett.,2004.0,,CHEMBL319789,,CHEMBL319789,,False,,185991,=,1,False,=,,Selectivity,,,1.0,CHEMBL1955,Homo sapiens,Vascular endothelial growth factor receptor 3,9606,,,Selectivity,,,,1.0
,66859,[],CHEMBL820215,Selectivity for Vascular endothelial growth factor receptor 3 over (KDR) kinase insert domain receptor,B,,,BAO_0000179,BAO_0000357,single protein format,N#Cc1cnc(Nc2ccccn2)s1,,,CHEMBL1146769,Bioorg. Med. Chem. Lett.,2004.0,,CHEMBL101544,,CHEMBL101544,,False,,185999,=,1,False,=,,Selectivity,,,4.0,CHEMBL1955,Homo sapiens,Vascular endothelial growth factor receptor 3,9606,,,Selectivity,,,,4.0
,506177,[],CHEMBL821012,Inhibition of Vascular endothelial growth factor receptor 3,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)(C)c1nc2c3ccc(F)cc3c3c(=O)[nH]ccc3c2[nH]1,,,CHEMBL1135866,Bioorg. Med. Chem. Lett.,2002.0,"{'bei': '19.92', 'le': '0.37', 'lle': '2.17', 'sei': '10.01'}",CHEMBL21156,,CHEMBL21156,6.16,False,http://www.openphacts.org/units/Nanomolar,25954,=,1,True,=,,IC50,nM,,690.0,CHEMBL1955,Homo sapiens,Vascular endothelial growth factor receptor 3,9606,,,IC50,uM,UO_0000065,,0.69
,572153,[],CHEMBL770282,Inhibition of protein kinase Flt-4 at 10 uM,B,,,BAO_0000201,BAO_0000357,single protein format,O=C(O)Cc1c2ccccc2n2c1[nH]c(=O)c1ccccc12,,,CHEMBL1144893,J. Med. Chem.,2003.0,,CHEMBL92361,,CHEMBL92361,,False,http://qudt.org/vocab/unit#Percent,163302,=,1,True,=,,Inhibition,%,,30.0,CHEMBL1955,Homo sapiens,Vascular endothelial growth factor receptor 3,9606,,,Inhibition,%,UO_0000187,,30.0
Not Active,675224,[],CHEMBL821011,Inhibition of Vascular endothelial growth factor receptor 3 (No effect),B,,,BAO_0000179,BAO_0000357,single protein format,COC1=CC(=O)C=C(/C=C2\CCCC3CCCCC23)C1=O,,,CHEMBL1145828,J. Med. Chem.,2003.0,,CHEMBL98934,,CHEMBL98934,,False,,184697,,1,False,,,NI,,,,CHEMBL1955,Homo sapiens,Vascular endothelial growth factor receptor 3,9606,,,NI,,,,
Not Active,676636,[],CHEMBL821011,Inhibition of Vascular endothelial growth factor receptor 3 (No effect),B,,,BAO_0000179,BAO_0000357,single protein format,CC1=CCC[C@@H]2[C@]1(C)CC[C@@H](C)[C@@]2(C)CC1=C(O)C(O)=C/C(=N\[C@@H](CO)C(=O)O)C1=O,,,CHEMBL1145828,J. Med. Chem.,2003.0,,CHEMBL330608,,CHEMBL330608,,False,,184692,,1,False,,,NI,,,,CHEMBL1955,Homo sapiens,Vascular endothelial growth factor receptor 3,9606,,,NI,,,,
,686001,[],CHEMBL820849,Inhibition of Vascular endothelial growth factor receptor 3,B,,,BAO_0000190,BAO_0000357,single protein format,CC(O)C(/N=C1/C=C(O)/C(=N\C(C(=O)O)C(C)O)C=C1O)C(=O)O,,,CHEMBL1145828,J. Med. Chem.,2003.0,"{'bei': '16.13', 'le': '0.31', 'lle': '6.09', 'sei': '3.06'}",CHEMBL327725,,CHEMBL327725,5.52,False,http://www.openphacts.org/units/Nanomolar,184695,=,1,True,=,,IC50,nM,,3000.0,CHEMBL1955,Homo sapiens,Vascular endothelial growth factor receptor 3,9606,,,IC50,uM,UO_0000065,,3.0
